album_name,artists,name,popularity,release_date,track_duration,track_id
un mechón de pelo,TINI,ni de ti,69,2024-04-11,154193,5irZOI6fACizSRid2rgHqC
A LA SALA,Khruangbin,Pon Pón,67,2024-04-05,178436,41c8iFH2Q8n87lkrlaRZ1X
Fireworks & Rollerblades,Benson Boone,Love Of Mine,68,2024-04-05,202807,5vuUeNKFGxOSm62Z6lNLF8
Bryson Tiller,Bryson Tiller,No Thank You,67,2024-04-05,137920,7lZBI90We7DeGsGE9YfMPU
NASHVILLE TENNESSEE,ERNEST,I Went To College / I Went To Jail (feat. Jelly Roll),48,2024-04-12,214708,3FULZo3F26XP00rsLrXTLE
WE STILL DON'T TRUST YOU,Future,Mile High Memories,72,2024-04-12,219480,20BnS6yXNbYNVgPepicE1W
CHILDREN OF THE SLUMS,Mozzy,ACT A FOOL (feat. Celly Ru & E Mozzy),0,2024-04-19,215632,0l2qVuy0TMhShe8s0KLLSO
I'M DOING IT AGAIN BABY!,girl in red,Ugly Side,59,2024-04-12,174847,43bVi48NVZVDClxsXksTtC
CHILDREN OF THE SLUMS,Mozzy,LOST IN MY THOUGHTS,0,2024-04-19,150049,7lS8CF7vUIJ7jGqXggXjNx
CHILDREN OF THE SLUMS,Mozzy,IF I DIE RIGHT NOW,0,2024-04-19,161921,6W2Zbs0DPQZl9JeP1bLQhq
Fireworks & Rollerblades,Benson Boone,Friend,67,2024-04-05,190359,0UMYAu9R05dDc4dWh5xWhd
SLUT ME OUT 2,NLE Choppa,SLUT ME OUT 2,68,2024-04-12,135058,22yRHdYBLZMi7xnvBioqkP
Illusion,Dua Lipa,Illusion - Acapella,60,2024-04-11,188976,6DPrUGpeeza8rYhYjRnOeA
Might Delete Later,J. Cole,3001,75,2024-04-05,157853,7JRwdwgeTrYkJvwmecrPSW
Illusion,Dua Lipa,Illusion,82,2024-04-11,188143,59xD5osEFsaNt5PXfIKUnX
Strong,Tyler Hubbard,Back Then Right Now,40,2024-04-12,201485,5KtUilYzUZOvhyrLTlLoXT
NASHVILLE TENNESSEE,ERNEST,Slow Dancing In A Burning Room,43,2024-04-12,254484,3iTzn0JqXfJjZHuwtgG8Fx
WE STILL DON'T TRUST YOU,Future,Jealous,76,2024-04-12,224666,4k8XSN1nCJ0rMf4OKF3zEz
Bryson Tiller,Bryson Tiller,Persuasion (feat. Victoria Monét),68,2024-04-05,169941,49v5ttae4SvGE6XqfP7PY4
11:11 (Deluxe),Chris Brown,Hmmm (feat. Davido),66,2024-04-11,176503,2JfRd9fkzyZge8BZzs7aUI
L o s e M y M i n d,PARTYNEXTDOOR,R e s e n t m e n t,63,2024-04-11,224187,045HA3O9DH9S6AY8pu7BZv
Only God Was Above Us,Vampire Weekend,Capricorn,68,2024-04-05,249560,4oAGV7IADPWfkpk6aGQqZt
Fireworks & Rollerblades,Benson Boone,Cry,82,2024-04-05,186359,3h76tbaYIamSeJL81X7ZwI
MANIFESTING 20-05,Feid,Brickell,72,2024-04-10,180360,0rNqDh9zWWJVTLS4VfceHP
Don't Forget Me,Maggie Rogers,I Still Do,63,2024-04-12,215680,1Yz1u4yjkWLBBJqHzzXXPz
COWBOY CARTER,Beyoncé,16 CARRIAGES,82,2024-03-29,227250,6XXxKsu3RJeN3ZvbMYrgQW
Older,Lizzy McAlpine,The Elevator,68,2024-04-05,100266,61k8ZA1BqCYXOrevJtzuH8
Strong,Tyler Hubbard,Park,56,2024-04-12,164264,119cU5gffLzRlsEGSshPNQ
11:11 (Deluxe),Chris Brown,Angel Numbers / Ten Toes,60,2024-04-11,306847,6WUkjtKniX6z1JpH3twAry
Only God Was Above Us,Vampire Weekend,Hope,63,2024-04-05,477880,5sBrebz7XnIbwSdWgWasLr
A LA SALA,Khruangbin,Fifteen Fifty-Three,65,2024-04-05,247601,2pvYxLYo0cNSnYhWBGdXQQ
Papercuts,Linkin Park,Friendly Fire,55,2024-04-12,176901,4xD1K6jb8J00BDE2u8Wq6z
Papercuts,Linkin Park,Crawling,62,2024-04-12,209034,0smQhuC3Zv5jgC8iy8s8fj
Papercuts,Linkin Park,Lost,55,2024-04-12,199342,6KNSQJhc7DX6Z5nzNBQCc1
Bad For Me,Chayce Beckham,Mama,38,2024-04-05,219453,1Xrqv3yPqTgxhZ6uOnIPut
COWBOY CARTER,Beyoncé,BLACKBIIRD,83,2024-03-29,131949,7eEr7lgWYudwEKEaWCPiPI
I LUV IT (feat. Playboi Carti),Camila Cabello,I LUV IT (feat. Playboi Carti),86,2024-03-27,174880,2H2ytI7ompfNmRkI2sq8Uk
Live on Mountain Stage: Outlaws & Outliers,Jason Isbell,Traveling Alone - Live,0,2024-04-19,289280,5Ml3RbJOEH6ZoGDimVl21y
WE STILL DON'T TRUST YOU,Future,Amazing (Interlude),73,2024-04-12,144680,5sOsYuB0SfyKzAeW3BXHjq
WE STILL DON'T TRUST YOU,Future,Mile High Memories,71,2024-04-12,219480,20BnS6yXNbYNVgPepicE1W
11:11 (Deluxe),Chris Brown,That's On You (feat. Future),56,2024-04-11,263120,6qD1ZIP1DwGgrYXwtKZD5t
L o s e M y M i n d,PARTYNEXTDOOR,H e r O l d F r i e n d s,64,2024-04-11,256117,5W3chbCpb4D26ugjRHQW28
WE STILL DON'T TRUST YOU,Future,Right 4 You,71,2024-04-12,236146,1Aw7MLqN5oqvIva5KWDpGl
Silence Is Loud,Nia Archives,Unfinished Business,44,2024-04-12,196133,79fu6pXCo48UYgKtvavzDI
Through the Smoke,Nate Smith,Wish I Never Felt,65,2024-04-05,196410,5Rhs0uawH5KuifdWtphGN2
NASHVILLE TENNESSEE,ERNEST,Smokin’ Gun,45,2024-04-12,191443,5UwewCvvm6rWHDxrgdPGBH
Papercuts,Linkin Park,Breaking the Habit,59,2024-04-12,196302,4SDuVe9TOZNCIty0qWPzGN
NASHVILLE TENNESSEE,ERNEST,Life Goes On,46,2024-04-12,192958,485DDxU5Wa5B9oGCNNs0HV
11:11 (Deluxe),Chris Brown,Sex So Good,62,2024-04-11,210172,6tF7gpjHASUlwHv8Txr2UD
11:11 (Deluxe),Chris Brown,Bruce Lee,69,2024-04-11,175656,5AeEH69Mp87Zx3wNmyeAK0
un mechón de pelo,TINI,posta,66,2024-04-11,121290,60Mgo3LnlAMy7TzhvVZUHA
Live on Mountain Stage: Outlaws & Outliers,Alison Krauss,Let Me Touch You For A While - Live,0,2024-04-19,207199,4YhC4gt14C0pCtQumCd2Hm
Next Semester,Twenty One Pilots,Overcompensate (edit),60,2024-03-27,190733,3FY3To5u7m61SO7mMKELzM
NASHVILLE TENNESSEE,ERNEST,Would If I Could (feat. Lainey Wilson),59,2024-04-12,202434,0RNSabq5rdLoXc2Gjwjk1f
Live on Mountain Stage: Outlaws & Outliers,Tyler Childers,Going Home - Live,0,2024-04-19,242400,0J5txMlOLQWYQBNYm8bzuu
CHILDREN OF THE SLUMS,Mozzy,LIVING PROOF (feat. E Mozzy),0,2024-04-19,164988,5SuQ6Bbc9OgnhUAmG9cEHy
WE STILL DON'T TRUST YOU,Future,#1 (Intro),70,2024-04-12,41213,1oq77Ic0whhb0W7f2a1sh4
Your Day Will Come,Chanel Beads,Dedicated To The World,0,2024-04-19,182133,1dtOu4lyPTaFCGTqshfyDV
WE STILL DON'T TRUST YOU,Future,This Sunday,74,2024-04-12,198946,5pF8pF6U8ZDGTQmTY71hYn
Fireworks & Rollerblades,Benson Boone,Drunk In My Mind,70,2024-04-05,227569,3OJIdGOHEzxY8V0CNCBBXc
Fireworks & Rollerblades,Benson Boone,There She Goes,69,2024-04-05,204035,4jWCFYhDAqOLClw5dFvk8O
Don't Forget Me,Maggie Rogers,Don't Forget Me,62,2024-04-12,265360,5tlXwZ4m7dbRZyG4natJZ1
NASHVILLE TENNESSEE,ERNEST,Ain't Too Late,42,2024-04-12,219342,7AFutV1feSVlGJxnn5Je1M
NASHVILLE TENNESSEE,ERNEST,Ain't As Easy,47,2024-04-12,214014,5T42M7PSB7YnRLVUnoMKPK
COWBOY CARTER,Beyoncé,AMERIICAN REQUIEM,83,2024-03-29,325037,6K2Iut8nSQigP83yvbiqi8
SLUT ME OUT 2,NLE Choppa,SLUT ME OUT 2,66,2024-04-12,135058,22yRHdYBLZMi7xnvBioqkP
Bad For Me,Chayce Beckham,Waylon In '75,46,2024-04-05,200102,5G1Ze0Uv6mChFjDmzGCZ1N
Papercuts,Linkin Park,Faint,60,2024-04-12,162205,5gNwBUjB2oHS2uvZeAIt4u
Us Vs. Them,$uicideboy$,Us Vs. Them,80,2024-03-29,184633,3cmdqMDc0Fj4TgPeyDOYTM
Bad For Me,Chayce Beckham,Glitter,41,2024-04-05,198064,0dZSiJXOSzOG5KBwGfYYnG
Endiamantado / Entre las de 20,Bizarrap,Natanael Cano: Bzrp Music Sessions Vol. 59,81,2024-04-03,155888,73jUrU4QX6Xt2xQgyqttb4
Live on Mountain Stage: Outlaws & Outliers,Indigo Girls,Closer to Fine - Live,0,2024-04-19,254306,3uoH5ITiBpXEq6NZ5BQjk6
FINAL (Vol.2),Enrique Iglesias,Llórame Un Río,56,2024-03-29,164649,3LmvPdmYvNEe9D7BTsonsX
USB,Fred again..,ItsNotREEAALLLLLLLL,66,2024-04-09,327508,397GpgLAJnwQDBwIJ8ko1t
L o s e M y M i n d,PARTYNEXTDOOR,R e a l W o m a n,65,2024-04-11,194733,7vRNfBcZAT969BKodO9Iiv
b i g f e e l i n g s,WILLOW,b i g f e e l i n g s,63,2024-04-11,264133,0Xfkeu82ju4uni0CH2z9XN
favorite,Isabel LaRosa,favorite sped up - english,60,2024-03-29,122576,2ftQtHb1MnRWFQj6R0GP11
FINAL (Vol.2),Enrique Iglesias,Love and Pain,50,2024-03-29,197412,41NurYm4JBHtMRNRouSGaV
Silence Is Loud,Nia Archives,Blind Devotion,43,2024-04-12,107253,0IfMZi6EbntVOLwg4qASqH
Illusion,Dua Lipa,Illusion - Instrumental,62,2024-04-11,187022,6qszJ4PtfQSe9Fs3A0zIIi
favorite,Isabel LaRosa,favorite - english,69,2024-03-29,133608,10PsEwmFKLK31Nqc1utxIK
Nothing To Do,Kings of Leon,Nothing To Do,0,2024-04-19,175091,2Eza3ko1jcN2xkm6BkeUM4
Bryson Tiller,Bryson Tiller,Find My Way,65,2024-04-05,162090,0pb8Y0dlYB4OkwfBsWPAMJ
Fireworks & Rollerblades,Benson Boone,Forever and a Day,71,2024-04-05,225234,7BXyTc2ycXzXjAaGRTqnad
WE STILL DON'T TRUST YOU,Future,Jealous,75,2024-04-12,224666,4k8XSN1nCJ0rMf4OKF3zEz
That's My Girl & Tired EP,Russ,Tired,0,2024-04-19,143000,5hMVbntOZ4uh1gQkL6hFka
Mood Swings,Marcus King,Inglewood Motel (Halestorm),46,2024-04-05,320413,0boUJBsxCjOMihfXlxxuQ9
Older,Lizzy McAlpine,Broken Glass,64,2024-04-05,220586,0FnmNoDwLL21lrL6a9kLw7
FINAL (Vol.2),Enrique Iglesias,Fría,56,2024-03-29,176606,6xqUS04bCAYzUF0ralMUgc
Strong,Tyler Hubbard,American Mellencamp,40,2024-04-12,171078,5Drvz76GaJQAML2Soltaq6
Scarlet 2 CLAUDE,Doja Cat,Go Off,57,2024-04-05,197493,2GZXwWJ1s1dCW5gypBPCFe
WE STILL DON'T TRUST YOU,Future,Gracious,70,2024-04-12,186360,3qm3IN6Yx53r3NIououTey
Creatures In Heaven,Glass Animals,Creatures in Heaven,75,2024-04-03,221670,1e7EdcxkUPFZWfuY4VI3rh
I'M DOING IT AGAIN BABY!,girl in red,New Love,59,2024-04-12,172007,1WFNU6zWFu5BpSiQOAVTAO
CHILDREN OF THE SLUMS,Mozzy,RED NOSE BULLY,0,2024-04-19,170772,0lRUzSzR2cHuEi0AhLhZW4
Illusion,Dua Lipa,Illusion - Extended,68,2024-04-11,263840,59QO0lJJgJdHt36rfBdKoG
un mechón de pelo,TINI,ellas,65,2024-04-11,107218,1A2iEt3LpHuVEH5Dz2Lrer
Scarlet 2 CLAUDE,Doja Cat,OKLOSER,77,2024-04-05,169066,3Vlt0DKYBK0h3Vf92nywhp
Pirates & Parrots (feat. Mac McAnally),Zac Brown Band,Pirates & Parrots (feat. Mac McAnally),0,2024-04-19,235792,5rqj68RF5smc7CmGE60jSb
Live on Mountain Stage: Outlaws & Outliers,Eric Church,Sinners Like Me - Live,0,2024-04-19,239906,1c8ileWdGQyf8Q0AXM19dC
I Don't Wanna Wait,David Guetta,I Don't Wanna Wait - Extended,62,2024-04-05,207016,5inQmzgChEgxO03LjYloQM
WE STILL DON'T TRUST YOU,Future,Beat It,72,2024-04-12,218213,7lsepdNR69a3PS9pWMNICd
NASHVILLE TENNESSEE,ERNEST,One More Heartache,46,2024-04-12,229516,3C92hGvUP8Qke9xgy0tGOG
Club classics / B2b,Charli XCX,B2b,70,2024-04-03,178579,6tYGrpUyqB4yao5lAs3AR4
Mood Swings,Marcus King,Cadillac,43,2024-04-05,187933,1j1CeEom4KfmrKgda7zuWL
How You Feel (Ft. Leven Kali),ANOTR,How You Feel (Ft. Leven Kali),0,2024-04-19,196853,3Kwj07sN1wdzlRNMU8rNX0
NASHVILLE TENNESSEE,ERNEST,Hangin’ On (feat. Morgan Wallen),64,2024-04-12,206146,6KQTiNgEbTRMREYeVCZMXU
Only God Was Above Us,Vampire Weekend,Ice Cream Piano,67,2024-04-05,216333,19aa6Goj4OAsZUX8hSt6nW
Don't Forget Me,Maggie Rogers,So Sick Of Dreaming,65,2024-04-12,232080,2VWU98gL9ePoBWzjttq3iC
COWBOY CARTER,Beyoncé,DOLLY P,52,2024-03-29,22623,1fp4DIjhHyptQWK00CZgFQ
Don't Forget Me,Maggie Rogers,If Now Was Then,64,2024-04-12,184080,4FQiOvG6qN55tdzvu37uUN
I'M DOING IT AGAIN BABY!,girl in red,Pick Me,59,2024-04-12,182913,5ZNxEg7CJo2zSdOXLrv1kW
That's My Girl & Tired EP,Russ,That's My Girl,0,2024-04-19,134126,2V0Vlkbb6fUEHl1gk8Lwr6
Nothing To Do,Kings of Leon,Split Screen,0,2024-04-19,303005,61GFVy1Yzeo2czUyEzkLDp
Papercuts,Linkin Park,One More Light,56,2024-04-12,255081,0IgCDTxN2YmfyQ1EoPepLn
Bad For Me,Chayce Beckham,Something Worth Holding On To,37,2024-04-05,203066,4xl9V1XRkO4AYAhsuolkKs
Fireworks & Rollerblades,Benson Boone,What Do You Want,67,2024-04-05,258832,5mAZafmZZGSsYHafV9n2i5
Steppas,A Boogie Wit da Hoodie,Steppas,75,2024-03-29,201000,1NIYStZPXSEwxoeX28lK5e
Scarlet 2 CLAUDE,Doja Cat,HEADHIGH,67,2024-04-05,199480,29pWNRvG3sugJEr05GgqlQ
Live on Mountain Stage: Outlaws & Outliers,Lucinda Williams,Joy - Live,0,2024-04-19,296066,5lsRZdHUnGH7adrvRLykqE
Don't Forget Me,Maggie Rogers,It Was Coming All Along,63,2024-04-12,207280,2SSdjwuUQlkO0s6Kb4II8x
Your Day Will Come,Chanel Beads,Your Day Will Come,0,2024-04-19,184626,77iZw3CgR2vQfTx2WFQa0v
Silence Is Loud,Nia Archives,Out Of Options,41,2024-04-12,128703,1ygHZpILmwL7EaByT1SVAO
MANIFESTING 20-05,Feid,De Negro,70,2024-04-10,214253,4vAAGNZAjmCUc51qjhFZdM
CHILDREN OF THE SLUMS,Mozzy,MISS YOU BLOOD,0,2024-04-19,166997,6jLttfStq669B1lQGkEgoD
11:11 (Deluxe),Chris Brown,Residuals,65,2024-04-11,215178,4t4rGgiVX7woTmlnW9SHJ7
Don't Forget Me,Maggie Rogers,Drunk,63,2024-04-12,204800,353l8u2CCNBek7Nd3Q3Txa
Espresso,Sabrina Carpenter,Espresso,88,2024-04-12,175459,2qSkIjg1o9h3YT9RAgYN75
A LA SALA,Khruangbin,Three From Two,63,2024-04-05,214815,0aBXUYZnPGercCeyjriEtl
My Oh My,Ava Max,My Oh My,75,2024-04-04,156155,377uEWjxVKksQDlwDqaIfx
It Was Always You (Siempre Fuiste Tú),Carin Leon,It Was Always You (Siempre Fuiste Tú),74,2024-03-28,209493,74XgsdImAXUs6VDcmYqbDl
FINAL (Vol.2),Enrique Iglesias,Be Together,49,2024-03-29,200417,7lzjwNjWzct4KiG8LOsNnc
Strong,Tyler Hubbard,A Lot With A Little,40,2024-04-12,183508,77Yj5e4GhLYE5NCvtU1UuS
Scarlet 2 CLAUDE,Doja Cat,ACKNOWLEDGE ME,69,2024-04-05,190613,2Ke8xquzK9JyPt6OPGBVTI
Scarlet 2 CLAUDE,Doja Cat,Wet Vagina,59,2024-04-05,192240,79tpPm2X79vIL3Iuk6vRZz
Papercuts,Linkin Park,New Divide,56,2024-04-12,269098,5HxEUiQVhS8l8VFUDobYSn
WE STILL DON'T TRUST YOU,Future,Nobody Knows My Struggle,74,2024-04-12,205720,7nQXU7lu0RhVOSmsa3teKj
I'M DOING IT AGAIN BABY!,girl in red,★★★★★,56,2024-04-12,109919,66ex88O0p8fmw7ShFLlmmC
USB,Fred again..,BerwynGesaffNeighbours,72,2024-04-09,123607,21f4TjwWXbnqg8d5R6oq8Y
NASHVILLE TENNESSEE,ERNEST,Honkytonk Fairytale,46,2024-04-12,234242,5wnEAheGP0vAaYtGs2GAxG
CHILDREN OF THE SLUMS,Mozzy,CHILDREN OF THE SLUMS,0,2024-04-19,175377,6xTd7UidPoM8IQ7ONnqxaP
I'M DOING IT AGAIN BABY!,girl in red,I'm Back,67,2024-04-12,179791,0tduSYti0mY7p8j5AIO4Pg
Papercuts,JAY-Z,Numb / Encore,60,2024-04-12,206300,4maPUW7dq2IaM40RV1NPBP
Mood Swings,Marcus King,Soul It Screams,47,2024-04-05,209946,7IQy2DermNpst7GLwFFYl7
un mechón de pelo,TINI,tinta 90,68,2024-04-11,166500,4eiXf3HZDlrMxDNB1ahhpa
Pirates & Parrots (feat. Mac McAnally),Zac Brown Band,Tie Up,0,2024-04-19,188036,00wWOJfxwRtOaDXQ5fhtGa
WE STILL DON'T TRUST YOU,Future,Right 4 You,72,2024-04-12,236146,1Aw7MLqN5oqvIva5KWDpGl
Why is everyone a DJ?,LAUNDRY DAY,Why is everyone a DJ?,0,2024-04-19,148353,3y3JcY50HJob6QfkGz66ti
Fireworks & Rollerblades,Benson Boone,My Greatest Fear,70,2024-04-05,213006,1LwYxucxNaw2MazAs2okBw
Bryson Tiller,Bryson Tiller,Whatever She Wants [BONUS],71,2024-04-05,161342,7aQ1tSYr518KwnE4SVSQbT
A LA SALA,Khruangbin,Les Petits Gris,61,2024-04-05,241893,2qex2CuiMVcmtYFTzaiq8z
Ehhthang Ehhthang,GloRilla,High AF,63,2024-04-05,151741,6IXjdjcau3mJ1MMX3mTKCw
A LA SALA,Khruangbin,May Ninth,67,2024-04-05,192144,5yVGW2o9LXaiiS4I3HUM3k
Live on Mountain Stage: Outlaws & Outliers,Béla Fleck,What'cha Gonna Do - Live,0,2024-04-19,206865,6BAVXeMepMoNagUvvApFlX
Live on Mountain Stage: Outlaws & Outliers,Birds of Chicago,Lodestar - Live,0,2024-04-19,333715,4EmTdE9iyE0yLFSvmtIEs5
11:11 (Deluxe),Chris Brown,Won't Keep You Waiting (feat. Mario),63,2024-04-11,197678,5WyY3xCK818VTtqndu5dyN
ES SOLO MÚSICA,iñigo quintero,Si No Estás,0,2024-04-19,184061,7531r2mkUMtB0tzNo1xSaM
Scarlet 2 CLAUDE,Doja Cat,Paint The Town Red,61,2024-04-05,230480,07UaJADUXYjVUKnoDBBFKR
MANIFESTING 20-05,Feid,Pa Janguiar,67,2024-04-10,225786,6M3Wbw9M57Kaw2wXSMyjyf
Papercuts,Linkin Park,Somewhere I Belong,58,2024-04-12,214073,0LZpZsEaugeerkqpIDzPHe
Silence Is Loud,Nia Archives,Nightmares,42,2024-04-12,162509,4x0eGebBnnJgNfZ0M4v1fI
Papercuts,Linkin Park,What I've Done,56,2024-04-12,205447,1wZox7b6jsQUaroJBnfk26
11:11 (Deluxe),Chris Brown,My Slime,61,2024-04-11,164412,5WoSlec8CC3rxzlJZDBPnS
Older,Lizzy McAlpine,All Falls Down,66,2024-04-05,171840,46kXlOq68HXFrhkxGV6qtI
Older,Lizzy McAlpine,Drunk Running,69,2024-04-05,245720,0OQFriWHtnIzsRp3uImlGt
Scarlet 2 CLAUDE,Doja Cat,Ouchies,58,2024-04-05,122186,7ySomh970PPhc5CJFlAHLq
Keep It Up,Good Neighbours,Home,44,2024-04-05,157485,609IlWeoziOobNvON3rDzi
Strong,Tyler Hubbard,Turn,39,2024-04-12,205573,4qW7HdFjEdpxNiO4tQ0yjt
WE STILL DON'T TRUST YOU,Future,Luv Bad Bitches,74,2024-04-12,196133,6Gf8Op8esgwchp44p1tIDp
NASHVILLE TENNESSEE,ERNEST,Why Dallas (feat. Lukas Nelson),46,2024-04-12,169906,5npAWsZnJysJgz2yFJy40e
NASHVILLE TENNESSEE,ERNEST,Did It For The Story,49,2024-04-12,200358,1rG1Z56THOsA2lG3lGDqzm
Bad For Me,Chayce Beckham,Devil I’ve Been,55,2024-04-05,208671,1HJP9YzdqsxIknkqfFj79A
Only God Was Above Us,Vampire Weekend,Connect,66,2024-04-05,310066,3Oko2TgOzXPLlE2dbbsNKV
A LA SALA,Khruangbin,Farolim de Felgueiras,64,2024-04-05,120720,4KMMzqVU3SL9U2JPmwfvsb
Papercuts,Linkin Park,Waiting for the End,57,2024-04-12,231684,2gDkeQHCuHc0qcEv52G4MZ
Silence Is Loud,Nia Archives,F.A.M.I.L.Y,41,2024-04-12,159793,4k0dvc4bKxVCupuk0UOVVV
Older,Lizzy McAlpine,I Guess,65,2024-04-05,224413,2V6xyW0KBDHzyQ4Q0ZSq1W
MERCEDES (feat. Oscar Maydon),Becky G,MERCEDES (feat. Oscar Maydon),67,2024-04-11,168360,0pkiYzXyU58nKV74xsAuwW
Live on Mountain Stage: Outlaws & Outliers,Kathy Mattea,Red-Winged Blackbird - Live,0,2024-04-19,195306,0HMAIcXYZkriB52HJi3h7h
Live on Mountain Stage: Outlaws & Outliers,James McMurtry,Canola Fields - Live,0,2024-04-19,269613,3EaF3JS1GI1lX7Ci9NKkij
WE STILL DON'T TRUST YOU,Future,All to Myself,76,2024-04-12,254320,0lOQaZwX9AkAiSvObh4G70
WE STILL DON'T TRUST YOU,Future,All to Myself,74,2024-04-12,254320,0lOQaZwX9AkAiSvObh4G70
Live on Mountain Stage: Outlaws & Outliers,John Prine,Souvenirs - Live,0,2024-04-19,225453,57q7HWKQtLiQSdgBbAIbWk
CHILDREN OF THE SLUMS,Mozzy,LOST IT ALL (feat. Fridayy),0,2024-04-19,220142,6DixIW3CTticYSsVPknx6q
Don't Forget Me,Maggie Rogers,I Still Do,61,2024-04-12,215680,1Yz1u4yjkWLBBJqHzzXXPz
Strong,Tyler Hubbard,Night Like That,41,2024-04-12,159748,1cBxFOzElresWjq5wL43n3
COWBOY CARTER,Beyoncé,BODYGUARD,86,2024-03-29,240254,6Y4rniIxibegzsg8cdWAWV
Strong,Tyler Hubbard,Take Me Back,43,2024-04-12,191288,723Kc2KRNWOxyfAyTXQqY5
Go To Bed Sober,Ryan Hurd,Go To Bed Sober,54,2024-04-12,182926,2lLx6KEtmUDvRi4iWQyqRV
Good Luck Babe!,Chappell Roan,Good Luck Babe!,82,2024-04-05,218423,0WbMK4wrZ1wFSty9F7FCgu
favorite,Isabel LaRosa,favorite,83,2024-03-29,133608,3QJsSWa0Xo8MfaRn1gr4Be
un mechón de pelo,TINI,pa,68,2024-04-11,190649,490e7PHsxkzMot8qCO36Bt
Club classics / B2b,Charli XCX,Club classics,71,2024-04-03,153526,7BoOmRrtNCbIT9yQ4xidk5
Papercuts,Linkin Park,QWERTY,67,2024-04-12,201341,4XyH7K2OWCkpABzPU18B2B
A LA SALA,Khruangbin,Ada Jean,65,2024-04-05,199032,1k9NCfhr7kBZThlVSdXJFa
A LA SALA,Khruangbin,A Love International,62,2024-04-05,255100,3Bbb7sfVmXbJnuy75MidP3
11:11 (Deluxe),Chris Brown,Delusional,66,2024-04-11,217251,4i1wik8DtU7eqSEWRsTHuP
Bryson Tiller,Bryson Tiller,Outside,63,2024-04-05,188579,5T7Gzs5ppc5eaHLGgsMvbn
Older,Lizzy McAlpine,Come Down Soon,66,2024-04-05,224960,6rEcXviYlZCEx01m1z7qZv
Papercuts,Linkin Park,Bleed It Out,58,2024-04-12,164457,1mKyflGc9bjhRdjKiawuMm
Live on Mountain Stage: Outlaws & Outliers,Gillian Welch,One More Dollar - Live,0,2024-04-19,265814,2aWCrbmQ57SmTt4RyafrUu
11:11 (Deluxe),Chris Brown,Best Ever (feat. Maeta),54,2024-04-11,152913,1CMKFHIrOVZLptIF1iFQUg
Might Delete Later,J. Cole,Stealth Mode (feat. Bas),77,2024-04-05,135213,3zyjnHtoi8AtiGgZFnJP7O
COWBOY CARTER,Beyoncé,LEVII'S JEANS,85,2024-03-29,257699,2UDARQiksl207HcSduDpov
Silence Is Loud,Nia Archives,So Tell Me…,40,2024-04-12,227426,3FwfEBrr6MUPFqQFGY2ZKw
Silence Is Loud,Nia Archives,Silence Is Loud,45,2024-04-12,157745,2FlY3tYbBDOExnLhjUZxlc
MANIFESTING 20-05,Feid,Fecha,74,2024-04-10,188600,14LaTeixKug7O2jNMK8u1C
Illusion,Dua Lipa,Illusion - Extended,69,2024-04-11,263840,59QO0lJJgJdHt36rfBdKoG
Illusion,Dua Lipa,Illusion - Acapella,61,2024-04-11,188976,6DPrUGpeeza8rYhYjRnOeA
Mood Swings,Marcus King,This Far Gone,45,2024-04-05,183026,2GKiJcQfvBCsjciiEGRGLf
Scarlet 2 CLAUDE,Doja Cat,Can't Wait,56,2024-04-05,235360,7bjUc65Vt0rbIsuUd8jb57
un mechón de pelo,TINI,miedo,65,2024-04-11,185925,29T9nUwWSdlipEnNgmcVFF
CHILDREN OF THE SLUMS,Mozzy,DAMN,0,2024-04-19,152175,289GtJ9pRvWW2vv6BHZPX4
Bad For Me,Chayce Beckham,23,68,2024-04-05,228144,5NU6kBZORKaoqS09mOqgXs
Ehhthang Ehhthang,GloRilla,Bad Bih 4 Ya (feat. Boston Richey),63,2024-04-05,180800,6oXwnROJNUkozh28jT9O1V
Scarlet 2 CLAUDE,Doja Cat,Love Life,54,2024-04-05,236960,6FQwvwIWIllK01j0Hj6BBS
Ehhthang Ehhthang,GloRilla,No Bih,64,2024-04-05,179200,3WnxnjGIwQ7rJ7igCOu93l
Bryson Tiller,Bryson Tiller,Ciao!,73,2024-04-05,125039,0oMlowcYGs70fDAfRf8eKJ
Bryson Tiller,Bryson Tiller,F4U,62,2024-04-05,122705,7iOrxO0nc8QANh6dNlyoEk
WE STILL DON'T TRUST YOU,Future,Luv Bad Bitches,75,2024-04-12,196133,6Gf8Op8esgwchp44p1tIDp
Live on Mountain Stage: Outlaws & Outliers,Watchhouse,The Wolves - Live,0,2024-04-19,225933,7kEqQzT6O3EBncQKIR9J57
WE STILL DON'T TRUST YOU,Future,Amazing (Interlude),72,2024-04-12,144680,5sOsYuB0SfyKzAeW3BXHjq
WE STILL DON'T TRUST YOU,Future,Drink N Dance,78,2024-04-12,220626,0SdpzQRdK8BdSV57rn6AZZ
ES SOLO MÚSICA,iñigo quintero,Desconocido,0,2024-04-19,173741,10pstCVmtxdb4TZ0pL4IjH
Bryson Tiller,Bryson Tiller,Undertow,60,2024-04-05,238444,5GDjl9jB48VB7NdcM8P0Gu
A LA SALA,Khruangbin,Caja de la Sala,62,2024-04-05,109063,5DBZcCoAThn4PTFJaTdYgC
Papercuts,Linkin Park,Papercut,60,2024-04-12,184468,18llzBTyyebt777IfSqoqA
Maybe,BUNT.,Maybe,0,2024-04-19,170070,6Hl0P7o00Hmqjdf1X0W9rw
